S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod
161,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices
162,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
163,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Others,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
164,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Justice and Security,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
165,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
166,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
167,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
168,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Others,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
169,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
170,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
171,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Student,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
172,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
173,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
174,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
175,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,High,Justice and Security,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
176,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Education,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
177,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
178,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
179,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
180,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Justice and Security,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
181,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
182,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
183,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
184,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Single,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
185,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
186,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
187,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
188,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
189,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
190,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
191,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
192,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
193,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
194,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
195,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
196,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
197,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
198,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Justice and Security,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
199,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
200,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
201,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
202,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
203,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
204,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
205,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Justice and Security,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
206,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
207,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
208,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
209,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Others,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
210,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Middle,Justice and Security,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
211,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,High,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
212,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
213,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
214,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Middle,Justice and Security,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
215,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
216,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
217,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
218,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Middle,Others,Married,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
219,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
220,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
221,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Middle,Technical,Single,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
222,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,High,Health Sector Manager,Married,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
223,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
224,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Middle,Others,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
225,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Health Sector Manager,Single,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
226,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
227,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Middle,Technical,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
228,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
229,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
230,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Middle,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
231,Misuse of Debit Cards or Credit Cards,Male,51 and Above,High,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
232,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
233,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
234,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Others,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
235,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
236,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering
237,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
